,track_id,latitude,longitude,elevation,temperature,weather,terrain_type,poi_objects,step_frequency,region,datetime,season,year,month,day,week_day,time_of_day,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
17,4,51.681653978303075,101.05280600488186,1359.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 02:58:57+00:00,Лето,2019,8,15,3,Ночь,,,
18,4,51.681848019361496,101.05276602320373,1362.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 02:59:15+00:00,Лето,2019,8,15,3,Ночь,,,
19,4,51.68202202767134,101.05267700739205,1365.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 02:59:31+00:00,Лето,2019,8,15,3,Ночь,,,
20,4,51.682124035432935,101.05253401212394,1366.4,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 02:59:42+00:00,Лето,2019,8,15,3,Ночь,,,
21,4,51.682273987680674,101.0523879993707,1367.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:00:00+00:00,Лето,2019,8,15,3,Ночь,,,
22,4,51.68244296684861,101.05222698301077,1369.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:00:18+00:00,Лето,2019,8,15,3,Ночь,,,
23,4,51.682576993480325,101.05205800384283,1371.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:00:31+00:00,Лето,2019,8,15,3,Ночь,,,
24,4,51.6826940048486,101.0519389808178,1372.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:00:42+00:00,Лето,2019,8,15,3,Ночь,,,
25,4,51.6828010417521,101.05178601108491,1374.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:00:55+00:00,Лето,2019,8,15,3,Ночь,,,
26,4,51.68293498456478,101.05156296864152,1375.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:01:07+00:00,Лето,2019,8,15,3,Ночь,,,
27,4,51.683094995096326,101.05136498808861,1376.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:01:24+00:00,Лето,2019,8,15,3,Ночь,,,
28,4,51.68322499841452,101.05110397562385,1376.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:01:39+00:00,Лето,2019,8,15,3,Ночь,,,
29,4,51.683394983410835,101.0509680211544,1377.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:01:53+00:00,Лето,2019,8,15,3,Ночь,,,
30,4,51.68353001587093,101.05094497092068,1378.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:02:04+00:00,Лето,2019,8,15,3,Ночь,,,
31,4,51.68367804028094,101.05092502199113,1378.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:02:13+00:00,Лето,2019,8,15,3,Ночь,,,
32,4,51.68387099169195,101.05084396898746,1379.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:02:28+00:00,Лето,2019,8,15,3,Ночь,,,
33,4,51.68395900167525,101.0505689587444,1380.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:02:41+00:00,Лето,2019,8,15,3,Ночь,,,
34,4,51.68404399417341,101.05032202787697,1381.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:02:52+00:00,Лето,2019,8,15,3,Ночь,,,
35,4,51.68415597639978,101.05005397461355,1380.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:03:10+00:00,Лето,2019,8,15,3,Ночь,,,
36,4,51.68422495946288,101.0498630348593,1381.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:03:19+00:00,Лето,2019,8,15,3,Ночь,,,
37,4,51.684272987768054,101.04965600185096,1381.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:03:29+00:00,Лето,2019,8,15,3,Ночь,,,
38,4,51.6844329982996,101.04955399408937,1382.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:03:45+00:00,Лето,2019,8,15,3,Ночь,,,
39,4,51.68448597192764,101.04975298047066,1383.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:03:59+00:00,Лето,2019,8,15,3,Ночь,,,
40,4,51.6845019813627,101.04996898211539,1383.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:04:09+00:00,Лето,2019,8,15,3,Ночь,,,
41,4,51.684553027153015,101.05025799013674,1385.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:04:27+00:00,Лето,2019,8,15,3,Ночь,,,
42,4,51.684599965810776,101.05054096318781,1386.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:04:45+00:00,Лето,2019,8,15,3,Ночь,,,
43,4,51.684707002714276,101.05079803615808,1389.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:05:02+00:00,Лето,2019,8,15,3,Ночь,,,
44,4,51.68480096384883,101.05095704086125,1392.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:05:15+00:00,Лето,2019,8,15,3,Ночь,,,
45,4,51.68490297161043,101.05110498145223,1395.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:05:27+00:00,Лето,2019,8,15,3,Ночь,,,
46,4,51.68504596687853,101.05131201446056,1398.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:05:42+00:00,Лето,2019,8,15,3,Ночь,,,
47,4,51.685202959924936,101.051514018327,1402.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:05:57+00:00,Лето,2019,8,15,3,Ночь,,,
48,4,51.68533799238503,101.05175198055804,1405.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:06:13+00:00,Лето,2019,8,15,3,Ночь,,,
49,4,51.68546103872359,101.05187603272498,1407.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:06:24+00:00,Лето,2019,8,15,3,Ночь,,,
50,4,51.685587018728256,101.05197502300143,1409.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:06:35+00:00,Лето,2019,8,15,3,Ночь,,,
51,4,51.685759015381336,101.05213997885585,1411.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:06:51+00:00,Лето,2019,8,15,3,Ночь,,,
52,4,51.68591500259936,101.05233896523714,1414.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:07:07+00:00,Лето,2019,8,15,3,Ночь,,,
53,4,51.68604198843241,101.05256301350892,1416.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:07:25+00:00,Лето,2019,8,15,3,Ночь,,,
54,4,51.686168974265456,101.05280298739672,1418.5,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:07:39+00:00,Лето,2019,8,15,3,Ночь,,,
55,4,51.68627601116896,101.0529469884932,1418.5,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:07:50+00:00,Лето,2019,8,15,3,Ночь,,,
56,4,51.686423029750586,101.05307799763978,1419.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:08:02+00:00,Лето,2019,8,15,3,Ночь,,,
57,4,51.68649695813656,101.0532749723643,1419.4,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:08:13+00:00,Лето,2019,8,15,3,Ночь,,,
58,4,51.68662201613188,101.0535339731723,1418.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:08:27+00:00,Лето,2019,8,15,3,Ночь,,,
59,4,51.68667700141668,101.05382901616395,1417.5,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:08:41+00:00,Лето,2019,8,15,3,Ночь,,,
60,4,51.68666702695191,101.05406102724373,1414.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:08:51+00:00,Лето,2019,8,15,3,Ночь,,,
61,4,51.68667398393154,101.05440703220665,1411.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:09:04+00:00,Лето,2019,8,15,3,Ночь,,,
62,4,51.68672997504473,101.05473401024938,1410.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:09:21+00:00,Лето,2019,8,15,3,Ночь,,,
63,4,51.686810022220016,101.05501899495721,1408.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:09:34+00:00,Лето,2019,8,15,3,Ночь,,,
64,4,51.68688596226275,101.05520800687373,1406.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:09:47+00:00,Лето,2019,8,15,3,Ночь,,,
65,4,51.68701102025807,101.05545300990343,1407.5,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:10:04+00:00,Лето,2019,8,15,3,Ночь,,,
66,4,51.68711897917092,101.05569097213447,1409.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:10:18+00:00,Лето,2019,8,15,3,Ночь,,,
67,4,51.68720003217459,101.05598400346935,1411.5,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:10:34+00:00,Лето,2019,8,15,3,Ночь,,,
68,4,51.68731897138059,101.05623504146934,1414.4,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:10:49+00:00,Лето,2019,8,15,3,Ночь,,,
69,4,51.68746598996222,101.05629497207701,1417.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:11:01+00:00,Лето,2019,8,15,3,Ночь,,,
70,4,51.68759297579527,101.05637803673744,1418.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:11:15+00:00,Лето,2019,8,15,3,Ночь,,,
71,4,51.6877590212971,101.05652798898518,1421.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:11:29+00:00,Лето,2019,8,15,3,Ночь,,,
72,4,51.68787100352347,101.05665698647499,1422.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:11:39+00:00,Лето,2019,8,15,3,Ночь,,,
73,4,51.68795700185001,101.05686603114009,1423.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:11:52+00:00,Лето,2019,8,15,3,Ночь,,,
74,4,51.68809597380459,101.0571139678359,1424.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:12:07+00:00,Лето,2019,8,15,3,Ночь,,,
75,4,51.6882249712944,101.05731697753072,1425.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:12:19+00:00,Лето,2019,8,15,3,Ночь,,,
76,4,51.68830200098455,101.05751596391201,1425.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:12:29+00:00,Лето,2019,8,15,3,Ночь,,,
77,4,51.68837098404765,101.05771402828395,1425.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:12:40+00:00,Лето,2019,8,15,3,Ночь,,,
78,4,51.68838297016919,101.05805299244821,1425.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:12:56+00:00,Лето,2019,8,15,3,Ночь,,,
79,4,51.68840803205967,101.05826999992132,1425.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:13:06+00:00,Лето,2019,8,15,3,Ночь,,,
80,4,51.68845396488905,101.05859203264117,1424.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:13:22+00:00,Лето,2019,8,15,3,Ночь,,,
81,4,51.68846997432411,101.05887902900577,1425.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:13:52+00:00,Лето,2019,8,15,3,Ночь,,,
82,4,51.68858296237886,101.05901096016169,1425.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:14:20+00:00,Лето,2019,8,15,3,Ночь,,,
83,4,51.68875001370907,101.05887399986386,1426.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:14:36+00:00,Лето,2019,8,15,3,Ночь,,,
84,4,51.688936008140445,101.058877017349,1427.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:14:49+00:00,Лето,2019,8,15,3,Ночь,,,
85,4,51.68912200257182,101.05886000208557,1427.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:15:04+00:00,Лето,2019,8,15,3,Ночь,,,
86,4,51.689259968698025,101.05882303789258,1426.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:15:15+00:00,Лето,2019,8,15,3,Ночь,,,
87,4,51.68940195813775,101.05886997655034,1426.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:15:25+00:00,Лето,2019,8,15,3,Ночь,,,
88,4,51.689518969506025,101.05868599377573,1426.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:15:42+00:00,Лето,2019,8,15,3,Ночь,,,
89,4,51.689496003091335,101.05840696021914,1426.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:15:56+00:00,Лето,2019,8,15,3,Ночь,,,
90,4,51.68953497894108,101.05819397605956,1426.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:16:05+00:00,Лето,2019,8,15,3,Ночь,,,
91,4,51.68961402028799,101.0580170340836,1426.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:16:15+00:00,Лето,2019,8,15,3,Ночь,,,
92,4,51.68972499668598,101.05774696916342,1427.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:16:30+00:00,Лето,2019,8,15,3,Ночь,,,
93,4,51.68982197530568,101.05744496919215,1427.5,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:16:45+00:00,Лето,2019,8,15,3,Ночь,,,
94,4,51.68993798084557,101.05717297643423,1428.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:17:04+00:00,Лето,2019,8,15,3,Ночь,,,
95,4,51.690030014142394,101.05690500698984,1427.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:17:20+00:00,Лето,2019,8,15,3,Ночь,,,
96,4,51.690140990540385,101.05674700811505,1427.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:17:32+00:00,Лето,2019,8,15,3,Ночь,,,
97,4,51.69023201800883,101.05667903088033,1427.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:18:05+00:00,Лето,2019,8,15,3,Ночь,,,
98,4,51.690417006611824,101.05674600228667,1430.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:18:22+00:00,Лето,2019,8,15,3,Ночь,,,
99,4,51.690550027415156,101.05679595842957,1431.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:18:33+00:00,Лето,2019,8,15,3,Ночь,,,
100,4,51.690742978826165,101.05670602060854,1433.4,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:18:51+00:00,Лето,2019,8,15,3,Ночь,,,
101,4,51.69085999019444,101.0568409692496,1434.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:19:09+00:00,Лето,2019,8,15,3,Ночь,,,
102,4,51.69075102545321,101.05670702643692,1433.4,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:19:26+00:00,Лето,2019,8,15,3,Ночь,,,
103,4,51.69077801518142,101.05676896870136,1433.5,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:20:14+00:00,Лето,2019,8,15,3,Ночь,,,
104,4,51.69093903154135,101.05691296979785,1436.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:20:27+00:00,Лето,2019,8,15,3,Ночь,,,
105,4,51.69111496768892,101.05699402280152,1439.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:20:43+00:00,Лето,2019,8,15,3,Ночь,,,
106,4,51.69131303206086,101.05704800225794,1442.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:20:58+00:00,Лето,2019,8,15,3,Ночь,,,
107,4,51.691452004015446,101.05725302360952,1443.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:21:13+00:00,Лето,2019,8,15,3,Ночь,,,
108,4,51.69158603064716,101.05722402222455,1443.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:21:23+00:00,Лето,2019,8,15,3,Ночь,,,
109,4,51.69169298373163,101.05735402554274,1444.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:21:34+00:00,Лето,2019,8,15,3,Ночь,,,
110,4,51.691835978999734,101.05736902914941,1444.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:21:48+00:00,Лето,2019,8,15,3,Ночь,,,
111,4,51.69196003116667,101.05745703913271,1445.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:21:59+00:00,Лето,2019,8,15,3,Ночь,,,
112,4,51.69212599284947,101.05758603662252,1446.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:22:12+00:00,Лето,2019,8,15,3,Ночь,,,
113,4,51.69229103252292,101.0576789919287,1446.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:22:27+00:00,Лето,2019,8,15,3,Ночь,,,
114,4,51.692416006699204,101.05781301856041,1447.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:22:40+00:00,Лето,2019,8,15,3,Ночь,,,
115,4,51.692546010017395,101.0577390063554,1447.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:22:51+00:00,Лето,2019,8,15,3,Ночь,,,
116,4,51.692736027762294,101.05762400664389,1450.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:23:07+00:00,Лето,2019,8,15,3,Ночь,,,
117,4,51.692911041900516,101.05754496529698,1453.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:23:23+00:00,Лето,2019,8,15,3,Ночь,,,
118,4,51.693040039390326,101.05736400000751,1455.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:23:43+00:00,Лето,2019,8,15,3,Ночь,,,
119,4,51.69305495917797,101.05711002834141,1457.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:24:08+00:00,Лето,2019,8,15,3,Ночь,,,
120,4,51.693147998303175,101.05683401226997,1459.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:24:28+00:00,Лето,2019,8,15,3,Ночь,,,
121,4,51.69318697415292,101.05658498592675,1460.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:24:51+00:00,Лето,2019,8,15,3,Ночь,,,
122,4,51.69334899634123,101.0566429886967,1462.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:25:14+00:00,Лето,2019,8,15,3,Ночь,,,
123,4,51.69352401047945,101.05668699368834,1467.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:25:37+00:00,Лето,2019,8,15,3,Ночь,,,
124,4,51.693706987425685,101.05669998563826,1471.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:25:59+00:00,Лето,2019,8,15,3,Ночь,,,
125,4,51.69390597380698,101.05671901255846,1475.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:26:17+00:00,Лето,2019,8,15,3,Ночь,,,
126,4,51.69404100626707,101.05691498145461,1475.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:26:43+00:00,Лето,2019,8,15,3,Ночь,,,
127,4,51.69414795935154,101.05711597949266,1475.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:27:01+00:00,Лето,2019,8,15,3,Ночь,,,
128,4,51.69425499625504,101.0573039855808,1474.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:27:40+00:00,Лето,2019,8,15,3,Ночь,,,
129,4,51.69428299181163,101.05757899582386,1472.2,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:28:01+00:00,Лето,2019,8,15,3,Ночь,,,
130,4,51.694414000958204,101.05776599608362,1470.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:28:23+00:00,Лето,2019,8,15,3,Ночь,,,
131,4,51.694503016769886,101.05798903852701,1469.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:28:56+00:00,Лето,2019,8,15,3,Ночь,,,
132,4,51.6946129873395,101.05822599492967,1466.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:29:20+00:00,Лето,2019,8,15,3,Ночь,,,
133,4,51.69467803090811,101.05848600156605,1464.1,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:29:51+00:00,Лето,2019,8,15,3,Ночь,,,
134,4,51.694738967344165,101.05873502790928,1463.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:30:22+00:00,Лето,2019,8,15,3,Ночь,,,
135,4,51.69468599371612,101.05894801206887,1461.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:30:37+00:00,Лето,2019,8,15,3,Ночь,,,
136,4,51.69472103007138,101.05921103619039,1462.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:30:53+00:00,Лето,2019,8,15,3,Ночь,,,
137,4,51.694866959005594,101.05942603200674,1464.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:31:07+00:00,Лето,2019,8,15,3,Ночь,,,
138,4,51.6949599981308,101.0596629884094,1465.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:31:32+00:00,Лето,2019,8,15,3,Ночь,,,
139,4,51.69509100727737,101.05959199368954,1465.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:31:47+00:00,Лето,2019,8,15,3,Ночь,,,
140,4,51.695272978395224,101.05958403088152,1467.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:32:07+00:00,Лето,2019,8,15,3,Ночь,,,
141,4,51.695466013625264,101.0595609806478,1469.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:32:24+00:00,Лето,2019,8,15,3,Ночь,,,
142,4,51.695641027763486,101.05942997150123,1470.3,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:32:41+00:00,Лето,2019,8,15,3,Ночь,,,
143,4,51.69578402303159,101.05926400981843,1472.5,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:33:03+00:00,Лето,2019,8,15,3,Ночь,,,
144,4,51.69589097611606,101.05946601368487,1472.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:33:26+00:00,Лето,2019,8,15,3,Ночь,,,
145,4,51.69599901884794,101.05967497453094,1473.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:34:03+00:00,Лето,2019,8,15,3,Ночь,,,
146,4,51.69614301994443,101.0598059836775,1475.7,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:34:25+00:00,Лето,2019,8,15,3,Ночь,,,
147,4,51.69627796858549,101.05980497784913,1476.8,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:34:36+00:00,Лето,2019,8,15,3,Ночь,,,
148,4,51.69642901048064,101.05972099117935,1478.9,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:34:54+00:00,Лето,2019,8,15,3,Ночь,,,
149,4,51.696564964950085,101.05971101671457,1480.0,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:35:06+00:00,Лето,2019,8,15,3,Ночь,,,
150,4,51.69675196520984,101.05970196425915,1481.6,15.5,Drizzle,,[],1.757150502467741,Тункинский район,2019-08-15 03:35:29+00:00,Лето,2019,8,15,3,Ночь,,,
